doc_id,category,gold_label,gold_text,gold_start,gold_end,overlapping_fp_labels,overlapping_fp_texts
7028,omission,NATION,deutsche,152,160,,
7028,omission,ORG,Helvetia DE GmbH,180,196,,
7030,omission,PER,Ziegler,310,317,,
7033,boundary,MONEY,CHF 3.5 Mio.,240,252,MONEY,CHF 3.5 Mio
7033,boundary,EDU,HSG,66,69,EDU,HSG-Absolventin
7033,omission,PER,Anna,134,138,,
7043,omission,ORG,Knecht Transport AG,29,48,,
7047,boundary,DATE,2023,82,86,DATE,Jahresabschluss 2023
7057,omission,DATE,9 Uhr,224,229,,
7057,omission,DATE,Q4,120,122,,
7058,omission,DATE,2023,204,208,,
7072,omission,NATION,französische,96,108,,
7075,boundary,DATE,nächste Woche,330,343,DATE,Woche
7077,boundary,MONEY,CHF 1.2 Mio.,156,168,MONEY,CHF 1.2 Mio
7077,omission,DATE,2023,354,358,,
7081,boundary,MONEY,CHF 5'000,130,139,MONEY,CHF 5'000/Monat
7082,boundary,PER,Hans Gerber,0,11,PER,Gerber
7083,omission,DATE,gestern,171,178,,
7085,omission,JOB,Gründer,19,26,,
7085,boundary,PER,Martin Keller,0,13,PER,Keller
7085,omission,JOB,Anwalt,269,275,,
7098,omission,JOB,Partner,166,173,,
7112,boundary,DATE,Ende Woche,183,193,DATE,Woche
7112,omission,DATE,2023,78,82,,
7130,boundary,EDU,ETH,293,296,EDU,ETH-Physikerin
7130,boundary,PER,Anna Schmid,70,81,PER,Dr. Anna Schmid
7130,label,NATION,amerikanischen,138,152,LOC,amerikanischen
7130,omission,PER,Schmid,282,288,,
7133,boundary,MONEY,3 Mio,191,196,MONEY,3 Mio.
7140,boundary,PER,Lea Maurer,105,115,PER,Tochter Lea Maurer
7144,omission,NATION,chinesischen,87,99,,
7149,boundary,DATE,2023,312,316,DATE,Jahresabschluss 2023
7149,boundary,PER,Hans-Jörg Frei,97,111,PER,Frei
7154,omission,JOB,Gründerin,34,43,,
7162,omission,DATE,2023,163,167,,
7168,omission,JOB,Sohn,251,255,,
7173,omission,PER,Jean-Pierre,242,253,,
7173,omission,PER,Marie,286,291,,
7173,omission,JOB,Patron,31,37,,
7187,omission,DATE,morgen,250,256,,
7187,boundary,JOB,designierte CEO,269,284,JOB,CEO
7190,boundary,DATE,Ende Monat,135,145,DATE,Monat
7192,omission,NATION,italienische,188,200,,
7197,boundary,AGE,28,186,188,AGE,28 Jahre
7197,omission,JOB,Gründer,58,65,,
7200,omission,JOB,Inhaber,15,22,,
7200,boundary,PER,Stefan Keller,0,13,PER,Keller
7212,omission,PER,Thomas,223,229,,
7221,boundary,EDU,HSG,133,136,EDU,HSG-Absolventin
7230,omission,DATE,2023,224,228,,
7239,omission,PER,Michael,133,140,,
7247,boundary,MONEY,CHF 3.5 Mio.,83,95,MONEY,CHF 3.5 Mio..
7264,boundary,PER,Verena Huber,176,188,PER,Dr. Verena Huber
7264,omission,MONEY,CHF 1 Mio.,141,151,,
7264,omission,JOB,CEO,162,165,,
7268,boundary,JOB,Mitarbeiter Buchhaltung,179,202,JOB,Buchhaltung
7283,omission,MONEY,ca. 2.5 Mio CHF,169,184,,
7286,boundary,DATE,6 Monate,114,122,DATE,Monate
7286,boundary,DATE,3 Monaten,300,309,DATE,Monate
7287,boundary,MONEY,CHF 4.5 Mio.,240,252,MONEY,CHF 4.5 Mio
7287,omission,DATE,nächstes Jahr,162,175,,
7287,boundary,MONEY,CHF 2.1 Mio.,355,367,MONEY,CHF 2.1 Mio
7287,omission,DATE,nächste Woche,277,290,,
7287,omission,DATE,2023,321,325,,
7287,omission,JOB,Inhaber,32,39,,
7295,label,JOB,ETH-Ingenieur,233,246,EDU,ETH-Ingenieur
7303,boundary,DATE,2023,283,287,DATE,Jahresabschluss 2023
7310,boundary,PER,François Dubois,0,15,PER,Dubois
7321,boundary,MONEY,CHF 1.5 Mio.,138,150,MONEY,CHF 1.5 Mio
7321,boundary,MONEY,CHF 3 Mio.,173,183,MONEY,CHF 3 Mio
7324,boundary,MONEY,CHF 8.2 Mio.,75,87,MONEY,CHF 8.2 Mio
7324,boundary,MONEY,CHF 5 Mio.,160,170,MONEY,CHF 5 Mio
7348,boundary,DATE,Ende Monat,141,151,DATE,Monat
7354,boundary,JOB,Leiterin Treasury,47,64,JOB,Leiterin
7361,omission,JOB,Controller,244,254,,
7380,boundary,MONEY,CHF 12.5 Mio,98,110,MONEY,CHF 12.5 Mio.
7386,omission,AGE,65,14,16,,
7386,boundary,PER,Reto Baumann,0,12,PER,Baumann
7386,omission,ORG,KIBAG,100,105,,
7395,omission,DATE,2023,143,147,,
7413,omission,DATE,2023,270,274,,
7413,label,JOB,ETH-Ingenieur,132,145,EDU,ETH-Ingenieur
7416,omission,PER,Weber,153,158,,
7421,boundary,MONEY,CHF 3.5 Mio,145,156,MONEY,CHF 3.5 Mio.
7421,omission,JOB,Inhaber,67,74,,
7421,omission,DATE,nächste Woche,236,249,,
7428,omission,JOB,Assistenten,284,295,,
7435,label,LOC,Asien,228,233,NATION,Asien
7457,omission,JOB,Buchhalterin,16,28,,
7461,omission,MONEY,USD 200k,257,265,,
7462,boundary,DATE,2 Wochen,219,227,DATE,Wochen
7465,omission,MONEY,ca. 1 Mio CHF,139,152,,
7468,label,DATE,12.04.1965,321,331,AGE,12.04.1965
7478,label,JOB,ETH-Ingenieur,225,238,EDU,ETH-Ingenieur
7481,omission,JOB,Patron,299,305,,
7481,omission,PER,Walter,306,312,,
7481,boundary,DATE,2 Monate,419,427,DATE,Monate
7481,omission,PER,Thomas,115,121,,
7482,omission,PER,Bianchi,342,349,,
7486,omission,JOB,Gründer,28,35,,
7486,omission,DATE,nächste Woche,270,283,,
7490,omission,PER,Gerber,275,281,,
7496,boundary,DATE,2023,225,229,DATE,Jahresabschluss 2023
7507,omission,ORG,DigitalPrint Solutions AG,22,47,,
7507,omission,PER,Meier,233,238,,
7507,boundary,MONEY,CHF 1.2 Mio.,118,130,MONEY,CHF 1.2 Mio
7513,omission,JOB,Physiker,142,150,,
7513,omission,ORG,ETH Zürich,75,85,,
7514,omission,PER,Bachmann,97,105,,
7514,omission,DATE,zwei Wochen,276,287,,
7526,boundary,MONEY,EUR 4.2 Mio,244,255,MONEY,EUR 4.2 Mio.
7529,boundary,JOB,CEO,288,291,JOB,Ex-CEO
7534,omission,PER,Anna,132,136,,
7534,boundary,LOC,Kanton Zug,222,232,LOC,Zug
7549,boundary,LOC,Kanton Obwalden,49,64,LOC,Obwalden
7549,omission,PER,Toni Amstutz,79,91,,
7549,omission,JOB,Inhaber,70,77,,
7556,omission,PER,Schmid,155,161,,
7559,label,JOB,ETH-Ingenieur,146,159,EDU,ETH-Ingenieur
7563,omission,ORG,Import AG,23,32,,
7563,boundary,ORG,Saigon Textile Ltd,94,112,ORG,Saigon Textile Ltd.
7574,label,JOB,ETH-Absolventin,99,114,EDU,ETH-Absolventin
7579,boundary,ORG,InnoTech Lab GmbH,30,47,ORG,Spin-off InnoTech Lab GmbH
7579,boundary,PER,Eva Fischer,68,79,PER,Dr. Eva Fischer
7579,omission,JOB,Gründerin,54,63,,
7581,boundary,MONEY,CHF 3.2 Mio,121,132,MONEY,CHF 3.2 Mio.
7581,boundary,MONEY,2.5 Mio,162,169,MONEY,2.5 Mio.
7587,boundary,EDU,HSG,131,134,EDU,HSG-Absolvent
7587,omission,PER,Thomas,123,129,,
7602,omission,JOB,Assistent,264,273,,
7602,boundary,DATE,2023,177,181,DATE,Jahresabschluss 2023
7602,boundary,AGE,55,245,247,AGE,55 Jahre
7602,omission,MONEY,CHF 4 Mio.,197,207,,
7604,omission,DATE,2023,178,182,,
7604,omission,JOB,Inhaber,69,76,,
7608,omission,JOB,Mitarbeiter,106,117,,
7615,omission,PER,Frei,288,292,,
7615,omission,JOB,Prokuristin,69,80,,
7617,boundary,PER,Markus Steiner,0,14,PER,Steiner
7617,boundary,IBAN,CH56 0023 3233 4455 6677 A,236,262,IBAN,CH56 0023 3233 4455 6677
7618,omission,DATE,2023,189,193,,
7618,boundary,MONEY,CHF 1.8 Mio.,202,214,MONEY,CHF 1.8 Mio
7620,omission,JOB,Eigentümer,14,24,,
7620,boundary,MONEY,CHF 1.5 Mio.,184,196,MONEY,CHF 1.5 Mio
7630,omission,JOB,Inhaberin,16,25,,
7634,omission,MONEY,250k,144,148,,
7634,omission,DATE,2023,216,220,,
7637,boundary,ORG,Immo Invest AG,2,16,ORG,Invest AG
7637,boundary,MONEY,CHF 3.5 Mio.,53,65,MONEY,CHF 3.5 Mio
7641,omission,NATION,britisch,146,154,,
7641,omission,LOC,England,137,144,,
7641,omission,PER,Laura Bianchi,104,117,,
7644,boundary,MONEY,CHF 4.5 Mio.,202,214,MONEY,CHF 4.5 Mio
7649,boundary,MONEY,JPY 50 Mio,93,103,MONEY,JPY 50 Mio.
7653,omission,DATE,2023,188,192,,
7653,omission,PER,Schmid,241,247,,
7654,omission,NATION,schweizerisch-kroatische,272,296,,
7654,omission,JOB,Gründerin,59,68,,
7663,omission,DATE,morgen,277,283,,
7670,omission,JOB,Inhaber,78,85,,
7671,boundary,MONEY,CHF 3.2 Mio.,269,281,MONEY,CHF 3.2 Mio
7671,boundary,MONEY,EUR 4.5 Mio.,203,215,MONEY,EUR 4.5 Mio
7673,omission,JOB,Inhaber,135,142,,
7674,boundary,EDU,HSG,94,97,EDU,HSG-Absolventin
7675,boundary,PER,Sandra Egger,0,12,PER,Egger
7676,boundary,MONEY,CHF 25 Mio.,151,162,MONEY,CHF 25 Mio
7691,omission,DATE,2023,16,20,,
7692,boundary,PER,Werner Zürcher,0,14,PER,Zürcher
7696,omission,NATION,deutschen,163,172,,
7696,omission,DATE,Nachmittag,341,351,,
7696,boundary,DATE,3 Monate,266,274,DATE,Monate
7698,omission,PER,Klaus Berger,92,104,,
7704,label,JOB,HSG-Absolvent,115,128,EDU,HSG-Absolvent
7704,omission,DATE,nächstes Jahr,135,148,,
7707,boundary,PER,Herrn Moser,12,23,PER,Moser
7708,boundary,PER,Frau Dubois,2,13,PER,Dubois
7712,omission,JOB,Partner,157,164,,
7716,omission,DATE,nächsten Monat,134,148,,
7717,label,ORG,CS,242,244,EDU,CS
7720,label,JOB,HSG-Absolvent,188,201,EDU,HSG-Absolvent
7723,omission,ORG,Zürcher Bau & Partner AG,22,46,,
7727,boundary,MONEY,CHF 3.0 Mio.,203,215,MONEY,CHF 3.0 Mio
7727,boundary,MONEY,CHF 4.2 Mio.,123,135,MONEY,CHF 4.2 Mio
7731,boundary,MONEY,CHF 5 Mio.,313,323,MONEY,CHF 5 Mio
